,driver_num,trip_num,v,v_r,accel,bad,prob
175,12.0,77.0,,,,1.0,1
176,12.0,78.0,17.101343270056486,6.2119137250803265,0.9950046158504939,0.0,1
177,12.0,79.0,11.954651806391455,6.405678536874155,0.4778846106050523,0.0,1
179,12.0,80.0,22.739816807020297,7.238931834961841,1.1290448043277515,0.0,1
180,12.0,81.0,11.365625909206525,4.727746836138445,0.6973567819987441,0.0,1
181,12.0,82.0,17.559537027765806,8.183201187641586,1.2894623509157324,0.0,1
182,12.0,83.0,13.550124413209208,3.6272549657955993,0.919773572453245,0.0,1
183,12.0,84.0,,,,1.0,1
184,12.0,85.0,7.3605944352420405,6.564575254307256,0.8993876290304286,0.0,1
185,12.0,86.0,9.521938689259974,4.520998016188588,1.2839277596138388,0.0,1
186,12.0,87.0,12.482859362333544,6.9013339734544665,1.184502595973414,0.0,1
187,12.0,88.0,16.7594118217341,7.278239232016211,0.8224485989906682,0.0,1
188,12.0,89.0,12.55075160124431,5.559572293922779,0.9667916545506658,0.0,1
190,12.0,90.0,14.771002451119687,6.127396645807311,1.154611535987657,0.0,1
191,12.0,91.0,21.284569828196044,6.802167697719566,0.9291525177402171,0.0,1
192,12.0,92.0,19.86170791333188,5.8420088917818775,0.8694906527982855,0.0,1
193,12.0,93.0,9.853968700252366,6.578243097266663,1.2178488584386304,0.0,1
194,12.0,94.0,12.336302517783865,6.683404246226424,0.6658416539550327,0.0,1
195,12.0,95.0,18.865871006881076,6.412043825275701,1.054551232862547,0.0,1
196,12.0,96.0,17.952700834061424,5.583445788435825,0.8280855751765586,0.0,1
197,12.0,97.0,10.994401162990577,5.851077354563398,0.8222315033679823,0.0,1
198,12.0,98.0,10.590401449072461,4.969695903931759,1.1613681128660698,0.0,1
199,12.0,99.0,10.812486537504842,5.22513707170452,0.7197316789269967,0.0,1
2,12.0,100.0,7.82563985198167,5.894675478035664,0.5419901841940273,0.0,1
3,12.0,101.0,20.0452054889591,6.132962034130277,0.9162191113119356,0.0,1
4,12.0,102.0,14.415548682981449,6.883139064705759,0.9242569937765737,0.0,1
5,12.0,103.0,13.61689884808931,6.67242626733566,1.2507755038743404,0.0,1
6,12.0,104.0,,,,1.0,1
7,12.0,105.0,19.06235316802352,6.97648862816895,1.0117354331244908,0.0,1
8,12.0,106.0,19.928926631509864,6.621549185438694,0.9174524240795838,0.0,1
9,12.0,107.0,,,,1.0,1
10,12.0,108.0,,,,1.0,1
11,12.0,109.0,7.423238512087999,5.610337454162294,0.7932990089616965,0.0,1
13,12.0,110.0,10.854019157854662,6.25156420345371,0.872723462040172,0.0,1
14,12.0,111.0,18.980273340754746,6.345434460699264,0.7428510219729549,0.0,1
15,12.0,112.0,17.221156782040776,7.869068292001039,1.0573406060163757,0.0,1
16,12.0,113.0,14.900237331223202,6.879683987049167,1.007230294710098,0.0,1
17,12.0,114.0,13.084105963267648,7.425583271282269,0.5581223357411709,0.0,1
18,12.0,115.0,20.478774956193046,6.112960831462366,0.9059654018825309,0.0,1
19,12.0,116.0,13.941759686216606,2.4187919756955996,0.6078290610263206,0.0,1
20,12.0,117.0,17.479869461551274,14.566120528232755,1.2930392535201811,0.0,0
21,12.0,118.0,16.324633152013877,6.3877219779953425,0.7581632055276142,0.0,1
22,12.0,119.0,19.73128558642749,6.187429468921561,0.7947125268607866,0.0,1
24,12.0,120.0,,,,1.0,1
25,12.0,121.0,11.744399377951211,6.952633002290911,0.9212949447174479,0.0,1
26,12.0,122.0,,,,1.0,1
27,12.0,123.0,,,,1.0,1
28,12.0,124.0,21.086942622843043,9.964530430169509,1.1637213092108665,0.0,1
29,12.0,125.0,23.984937741944304,5.013812351783605,0.8834925114683942,0.0,1
30,12.0,126.0,12.953739738421161,6.620339468013629,0.8525265862715461,0.0,1
31,12.0,127.0,27.333829568981514,7.749048100429048,1.0031545651568408,0.0,1
32,12.0,128.0,20.060939905278584,7.618658021162126,0.5694919184170057,0.0,1
33,12.0,129.0,21.617910461986256,6.944928869405315,0.8269217954092802,0.0,1
35,12.0,130.0,16.017828896296653,5.9191471034723175,0.6657325374022811,0.0,1
36,12.0,131.0,25.372637523312555,5.929892458485908,1.6150653393637828,0.0,1
37,12.0,132.0,19.552835381508363,5.97916789086772,0.7914766297276294,0.0,1
38,12.0,133.0,7.9431874432292675,5.928877936672738,0.9780813766517094,0.0,1
39,12.0,134.0,13.621958237548899,1.8547869361785203,0.7979030818480082,0.0,1
40,12.0,135.0,6.510893907904478,6.234620098688048,0.9312991604154082,0.0,1
41,12.0,136.0,18.93168196959951,6.1165251834265355,0.7149767505626095,0.0,1
42,12.0,137.0,19.080260210221674,4.348000141718744,0.935782065953207,0.0,1
43,12.0,138.0,29.631244907340218,7.119189076454234,1.113351809687467,0.0,1
44,12.0,139.0,,,,1.0,1
46,12.0,140.0,,,,1.0,1
47,12.0,141.0,,,,1.0,1
48,12.0,142.0,8.198071551322775,6.021057446671522,0.7194047056381647,0.0,1
49,12.0,143.0,11.84460832891156,7.6177139047756315,0.7672387244160515,0.0,1
50,12.0,144.0,15.336732675218473,7.71513595999666,1.175512421823461,0.0,1
51,12.0,145.0,,,,1.0,1
52,12.0,146.0,14.104136043295737,8.123049517092078,1.4105099817529068,0.0,1
53,12.0,147.0,16.318089934092338,6.227785232735104,1.0847289813534822,0.0,1
54,12.0,148.0,17.525539557884493,7.327510444240731,1.197419957941614,0.0,1
55,12.0,149.0,,,,1.0,1
57,12.0,150.0,,,,1.0,1
58,12.0,151.0,19.356674006309657,8.782452539106801,0.9698038696888034,0.0,1
59,12.0,152.0,17.110790346082037,6.3759245931361415,1.3100527545075566,0.0,1
60,12.0,153.0,20.012044148555315,4.631708287258312,1.1519133870834883,0.0,1
61,12.0,154.0,16.482091575073664,6.254206031642734,0.5447042564750877,0.0,1
62,12.0,155.0,16.524306920404054,6.024237577068837,1.1980139199621362,0.0,1
63,12.0,156.0,17.869831084717596,6.525803440524013,0.8219013831848407,0.0,1
64,12.0,157.0,19.002630472433015,10.074340215452027,1.4691318260513864,0.0,1
65,12.0,158.0,,,,1.0,1
66,12.0,159.0,10.571680879671316,6.207004268604233,1.031360067070005,0.0,1
68,12.0,160.0,11.638109210997724,5.568932507131501,0.8123076490788295,0.0,1
69,12.0,161.0,11.798041208693462,6.095483402236561,0.9156607456438817,0.0,1
70,12.0,162.0,11.154584801058428,5.816659320629347,0.6537864873490555,0.0,1
71,12.0,163.0,15.914618960022377,6.433066404071107,1.0187743339073227,0.0,1
72,12.0,164.0,,,,1.0,1
73,12.0,165.0,14.948885976444565,6.650553534346816,0.734488342574263,0.0,1
74,12.0,166.0,20.231948689268737,5.852699931750041,0.7840355393510112,0.0,1
75,12.0,167.0,9.150349296207365,6.026853256873635,1.0148670903040067,0.0,1
76,12.0,168.0,15.473165868651218,6.2927297217797635,0.6908742863235275,0.0,1
77,12.0,169.0,,,,1.0,1
79,12.0,170.0,20.1808427411351,5.36542500727519,0.8335769091143845,0.0,1
80,12.0,171.0,12.675154281589425,6.186867166291756,0.7533732131166255,0.0,1
81,12.0,172.0,11.580036293063753,6.498979820174845,1.232416456302066,0.0,1
82,12.0,173.0,9.71271404314286,5.086462459945419,0.7844030216067761,0.0,1
83,12.0,174.0,16.790504240657103,5.819916059703619,0.63536877296802,0.0,1
84,12.0,175.0,16.21033948583786,7.436702750271522,1.1677166737801983,0.0,1
85,12.0,176.0,,,,1.0,1
86,12.0,177.0,,,,1.0,1
87,12.0,178.0,13.867644507332797,6.347452759944909,0.6543143987158757,0.0,1
88,12.0,179.0,16.645992395736318,5.982294797038047,0.7883063096037333,0.0,1
90,12.0,180.0,15.250655746082122,5.924701972043057,0.991750815039282,0.0,1
91,12.0,181.0,,,,1.0,1
92,12.0,182.0,,,,1.0,1
93,12.0,183.0,,,,1.0,1
94,12.0,184.0,15.00706725008045,3.6810807192042247,1.3733021967249854,0.0,1
95,12.0,185.0,12.509561179840562,6.9081707362917175,1.0496363987727708,0.0,1
96,12.0,186.0,13.527754820845612,7.083047531757881,0.9517560874799873,0.0,1
97,12.0,187.0,16.007637851719036,8.048229990641584,1.0592625149868482,0.0,1
98,12.0,188.0,,,,1.0,1
99,12.0,189.0,16.40559133673759,4.713103277491347,0.7191159609607869,0.0,1
101,12.0,190.0,24.421730355512867,6.888991725663657,0.8652098434197661,0.0,1
102,12.0,191.0,8.261691707043783,5.332618389575366,1.0556246958716402,0.0,1
103,12.0,192.0,,,,1.0,1
104,12.0,193.0,,,,1.0,1
105,12.0,194.0,18.81133787447333,2.974966588555653,0.7348205524213753,0.0,1
106,12.0,195.0,10.00058492712229,6.557185194711392,1.200646383035627,0.0,1
107,12.0,196.0,18.752202643810918,6.456773109936276,1.1863897381677866,0.0,1
108,12.0,197.0,13.736675643621544,5.835300639473278,1.8008697887588268,0.0,1
109,12.0,198.0,,,,1.0,1
110,12.0,199.0,19.627734483492503,4.875581523547654,0.7682084715161501,0.0,1
113,12.0,200.0,13.589417759689013,5.069660905803775,1.2892379668007345,0.0,1
