,driver_num,trip_num,v,v_r,accel,bad,prob
198,11.0,98.0,25.364529980557524,7.176186194189005,1.0369891363891615,0.0,1
199,11.0,99.0,7.004116667232997,5.347044003446996,0.9308613100406777,0.0,1
2,11.0,100.0,8.006476468042077,4.711092422675078,0.9044496639335176,0.0,1
3,11.0,101.0,,,,1.0,1
4,11.0,102.0,12.901076404937337,6.14333200211496,0.8398918996872613,0.0,1
5,11.0,103.0,4.8199315690071,6.517127273820133,0.7701190308177406,0.0,0
6,11.0,104.0,23.76444368861444,7.512961689259844,1.1437193225024629,0.0,1
7,11.0,105.0,15.218854427947598,5.804094944645703,0.5525306031705783,0.0,1
8,11.0,106.0,13.082852632696458,5.72784546393434,0.8283583834876023,0.0,1
9,11.0,107.0,16.770455282404683,4.007451234436955,0.9966887007779786,0.0,1
10,11.0,108.0,22.44250776983911,4.729064745972594,0.8817059515959187,0.0,1
11,11.0,109.0,22.97436403176976,5.2820531004526865,0.9537159197063545,0.0,1
13,11.0,110.0,10.99621038311931,5.564265690775353,1.43731481858378,0.0,1
14,11.0,111.0,23.527051664441206,7.88917768527134,1.058753486618393,0.0,1
15,11.0,112.0,14.239409662803789,6.395425580284734,1.1846812633190442,0.0,1
16,11.0,113.0,25.543710646287842,6.41815473539495,1.6069872135431833,0.0,1
17,11.0,114.0,12.86731881788893,6.343333488416524,0.8167670908960938,0.0,1
18,11.0,115.0,10.027626693201166,6.051390962971608,0.8784159206655389,0.0,1
19,11.0,116.0,13.870471001249507,7.306741008215752,0.9052265097048586,0.0,1
20,11.0,117.0,11.447214067642168,5.416209339674186,0.5873718370175665,0.0,1
21,11.0,118.0,,,,1.0,1
22,11.0,119.0,20.96154648692507,6.594898304385792,0.6771595982783367,0.0,1
24,11.0,120.0,10.913280868907629,4.85926071327722,0.9579813863541018,0.0,1
25,11.0,121.0,13.336367575932899,5.992353129482431,1.053400537493216,0.0,1
26,11.0,122.0,24.068294350760898,7.59343487150173,1.1375060615828119,0.0,1
27,11.0,123.0,20.777636612295815,4.650984531169431,0.9259996879660264,0.0,1
28,11.0,124.0,22.45099053025081,6.346637459786748,1.1411770554912533,0.0,1
29,11.0,125.0,,,,1.0,1
30,11.0,126.0,22.330045551243497,8.413961174660718,1.0460597411563164,0.0,1
31,11.0,127.0,23.602406618829665,5.847466301899415,1.2948778160541465,0.0,1
32,11.0,128.0,20.48374983967826,6.8267569873780785,1.0571875124115913,0.0,1
33,11.0,129.0,13.913065917681687,5.6278123341839095,0.9649118592376329,0.0,1
35,11.0,130.0,20.310379188761974,4.739907980135558,1.1544314639882733,0.0,1
36,11.0,131.0,10.960608984679416,4.292245098424228,0.5166159283340317,0.0,1
37,11.0,132.0,22.592260430535006,7.013705346973707,1.1096823213503324,0.0,1
38,11.0,133.0,11.049730603319336,5.314024128451405,0.4992333084182299,0.0,1
39,11.0,134.0,12.833473802882626,6.092739168174442,0.9202197925489735,0.0,1
40,11.0,135.0,21.739773083271185,5.19250104053451,0.9428033657243127,0.0,1
41,11.0,136.0,13.035331799241595,4.258051534953684,0.5252089477318531,0.0,1
42,11.0,137.0,12.933680020939029,5.884767923961452,0.6287660021711936,0.0,1
43,11.0,138.0,24.340042806701454,6.927104006608414,0.7840444336965469,0.0,1
44,11.0,139.0,21.93805790636542,6.062763886962419,0.83503248960794,0.0,1
46,11.0,140.0,22.1607359313404,5.435226457976494,0.8805758735454923,0.0,1
47,11.0,141.0,21.514399316133918,5.34443591265221,0.980035819810273,0.0,1
48,11.0,142.0,10.997563585561439,5.409089570817955,0.861058952472523,0.0,1
49,11.0,143.0,21.990444163778545,5.400862672371772,1.0536794659062583,0.0,1
50,11.0,144.0,,,,1.0,1
51,11.0,145.0,,,,1.0,1
52,11.0,146.0,24.764424767527363,7.328069166009481,0.734646659923019,0.0,1
53,11.0,147.0,12.311017569072638,3.792130950370881,0.9463598975136289,0.0,1
54,11.0,148.0,,,,1.0,1
55,11.0,149.0,21.61861259521269,5.785863031484441,0.865055502481825,0.0,1
57,11.0,150.0,10.15111255438104,4.660534487872754,0.9393344761002904,0.0,1
58,11.0,151.0,8.654594527742034,6.483588761184654,1.450979386622529,0.0,1
59,11.0,152.0,14.554384061784264,4.688900804627497,1.37397168450544,0.0,1
60,11.0,153.0,11.468677779982443,6.050051872909018,1.1048030436475802,0.0,1
61,11.0,154.0,,,,1.0,1
62,11.0,155.0,16.068042454981864,7.626134543337218,1.0515049014061777,0.0,1
63,11.0,156.0,23.164087218455293,7.324404254785756,0.6922756774072063,0.0,1
64,11.0,157.0,26.355223915356973,8.317865408609233,1.0804072089608017,0.0,1
65,11.0,158.0,12.411139029042452,5.41274955595169,0.7970382256314377,0.0,1
66,11.0,159.0,15.489107211115869,5.162022230577914,0.9761668875449896,0.0,1
68,11.0,160.0,7.322465633690346,5.208562735528187,1.355614994103254,0.0,1
69,11.0,161.0,12.585031648682063,6.617707763228775,1.2187088700617625,0.0,1
70,11.0,162.0,21.62579074754385,7.891696789934825,0.6727647321138983,0.0,1
71,11.0,163.0,22.937549880213584,6.2660051908523045,1.0392667111890557,0.0,1
72,11.0,164.0,22.7889605274839,7.753727957921959,1.2161290323609677,0.0,1
73,11.0,165.0,19.669681972477175,6.007776759522558,0.7548199966835911,0.0,1
74,11.0,166.0,18.714968922593588,5.094249249343342,0.878650792910415,0.0,1
75,11.0,167.0,12.239456290270814,5.46554655464118,0.8482523524031027,0.0,1
76,11.0,168.0,,,,1.0,1
77,11.0,169.0,19.861812980830265,4.409408599027385,0.874925923226332,0.0,1
79,11.0,170.0,17.852796487601523,5.426060487514384,1.1660617665610538,0.0,1
80,11.0,171.0,20.907573801473255,6.578641906106926,0.7845898211622888,0.0,1
81,11.0,172.0,25.18772409439964,7.608433671914005,1.21621141854272,0.0,1
82,11.0,173.0,,,,1.0,1
83,11.0,174.0,,,,1.0,1
84,11.0,175.0,9.229374874469121,5.184898720226679,0.8994048071023846,0.0,1
85,11.0,176.0,23.20496080432929,7.030141936999353,0.9467431784290063,0.0,1
86,11.0,177.0,23.590788595666936,5.258333878715833,1.1650356230663679,0.0,1
87,11.0,178.0,27.465856336357685,7.457644144916154,1.1208081022809822,0.0,1
88,11.0,179.0,25.461767799479965,4.805467454720135,0.7978235210101383,0.0,1
90,11.0,180.0,10.118227633877577,3.319356167772279,0.6835579082866943,0.0,1
91,11.0,181.0,10.272019442300854,5.823947347877642,1.0033137312327653,0.0,1
92,11.0,182.0,,,,1.0,1
93,11.0,183.0,12.878239253387113,5.81555923002378,1.4250883886729477,0.0,1
94,11.0,184.0,13.473598047319133,6.296063428758651,0.9728735103344022,0.0,1
95,11.0,185.0,25.487672199289598,5.120999343886866,1.251680848637843,0.0,1
96,11.0,186.0,26.554728439042563,5.389832559891495,1.1954578782936878,0.0,1
97,11.0,187.0,8.461436714346561,5.902394891673516,0.8985798632661153,0.0,1
98,11.0,188.0,23.525898849843834,6.801952280842165,1.2180913982717199,0.0,1
99,11.0,189.0,,,,1.0,1
101,11.0,190.0,25.876311477441856,6.455721383242973,1.1458857026055203,0.0,1
102,11.0,191.0,11.911882097242307,5.801709304638568,1.257070193055398,0.0,1
103,11.0,192.0,,,,1.0,1
104,11.0,193.0,9.43664178836147,4.8056770089903305,0.4174997466313677,0.0,1
105,11.0,194.0,9.520566560474887,4.934048580434417,0.5174517659393754,0.0,1
106,11.0,195.0,23.06820387028324,5.605628355881537,0.877561300831931,0.0,1
107,11.0,196.0,22.253031197320077,6.562055629696175,0.8335585050231931,0.0,1
108,11.0,197.0,23.23720342078605,7.020991995194282,1.0463773971925718,0.0,1
109,11.0,198.0,21.09566850592655,5.481345692477507,0.8770856145156962,0.0,1
110,11.0,199.0,20.648881301940534,6.8541689345141865,0.8374184005071701,0.0,1
113,11.0,200.0,,,,1.0,1
