accel	calm	decel	driver_num	driver_trip	trip_num	vR	prob
2.821059490830187	0.44554455445544555	-0.013305119705268709	1.0	1_23	23.0	5.5901699437494745	1
1.120074239939493	0.7027027027027027	-0.16185373507560286	1.0	1_24	24.0	5.714017850864663	1
2.179329907204404	0.63	-0.15827946674779625	1.0	1_25	25.0	4.525483399593904	1
1.5438015014969086	0.5135135135135135	-0.0615728940884237	1.0	1_26	26.0	5.246903848937979	1
4.471904763129293	0.6063829787234043	-0.07026316010702782	1.0	1_27	27.0	6.303173803727782	1
0.893387116538811	0.5	-0.04883695073493666	1.0	1_28	28.0	2.102379604162864	0
1.9097667892926768	0.5588235294117647	-0.16378453357972056	1.0	1_29	29.0	4.539823785126455	1
1.5772649433701327	0.6865079365079365	-0.051198041218444734	1.0	1_30	30.0	5.478138369920937	1
1.7011491511330057	0.7267441860465116	-0.19988116461840555	1.0	1_31	31.0	4.70106370941731	1
1.8556179247874196	0.5738636363636364	-0.04646088937443471	1.0	1_32	32.0	4.428317965096912	1
1.8668292919671003	0.6968085106382979	-0.07408170303234307	1.0	1_33	33.0	5.6603886792339715	1
2.5419667955320735	0.6097794822627037	-0.025849834255176063	1.0	1_34	34.0	6.046486583132441	1
	0.8181818181818182	-0.06975977231639585	1.0	1_35	35.0	1.118033988749895	0
1.068025122432731	0.776595744680851	-0.267646042613217	1.0	1_36	36.0	4.159326868617079	1
1.0195154714401322	0.8007662835249042	-0.012393778895903651	1.0	1_37	37.0	3.5468295701936547	1
1.8080982661648752	0.5920398009950248	-0.01104989446143989	1.0	1_38	38.0	5.223983154643635	1
	0.5		1.0	1_39	39.0		1
1.9276022550647387	0.5935828877005348	-0.024303246854719518	1.0	1_40	40.0	5.147815070493551	1
1.6883371170957986	0.6492434662998624	-0.04325264827343567	1.0	1_41	41.0	5.9615434243155345	1
1.7225560410369498	0.5285714285714286	-0.37480196671536614	1.0	1_42	42.0	5.77234787586472	1
0.3935393795665867	0.6232876712328768	-0.1976332948508963	1.0	1_43	43.0	4.531004303683609	1
2.2856262384896184	0.5553435114503816	-0.04970546725820291	1.0	1_44	44.0	4.326661530557014	1
2.1021816319453626	0.5289855072463768	-0.2234435217393873	1.0	1_45	45.0	5.141984052872975	1
1.6626771389030894	0.6830601092896175	-0.03077556084607913	1.0	1_46	46.0	4.65725240887801	1
1.8079250230582842	0.5428571428571428	-0.14764863071974865	1.0	1_47	47.0	5.900847396772863	1
2.2698654946828585	0.6818181818181818	-0.1178349272934538	1.0	1_48	48.0	2.4331050121192863	1
2.4860209179530344	0.5832258064516129	-0.16586031590686634	1.0	1_49	49.0	6.760177512462273	1
2.271907967936107	0.5290697674418605	-0.013776741499416545	1.0	1_50	50.0	5.813776741499428	1
2.083335566278011	0.5060240963855421	-0.09262096826677588	1.0	1_51	51.0	4.67546789102439	1
1.1728269206456101	0.5885416666666666	-0.5875095199818112	1.0	1_52	52.0	6.118823416311395	1
	0.5		1.0	1_53	53.0		1
1.9202723277093394	0.7574468085106383	-0.053396370043850894	1.0	1_54	54.0	5.003998401278723	1
0.404667189739643	0.7592592592592593	-0.03277222980606842	1.0	1_55	55.0	5.821511831131158	1
3.0273291115611087	0.4605263157894737	-0.09101757612651795	1.0	1_56	56.0	5.80517010947999	1
0.5039506228707982	0.7099236641221374	-0.030424922143323485	1.0	1_57	57.0	5.798275605729779	1
0.796574020570711	0.653179190751445	-0.1156772890244353	1.0	1_58	58.0	4.651881339845244	1
1.5692204270824162	0.6167883211678832	-0.13358293988259184	1.0	1_59	59.0	4.87647413609462	1
1.323444367841896	0.6436170212765957	-0.05684416167415751	1.0	1_60	60.0	2.692582403567252	1
1.8790169627505149	0.6391752577319587	-0.022387906782416422	1.0	1_61	61.0	4.964876634922574	1
2.1453425760525784	0.4909090909090909	-0.022576995749368223	1.0	1_62	62.0	5.0089919145472726	1
2.5093544853511025	0.5439770554493308	-0.022243689348256268	1.0	1_63	63.0	6.2201286160334135	1
1.9079337941917158	0.6586206896551724	-0.1229307758432494	1.0	1_64	64.0	5.1971145840745105	1
0.09584054212076976	0.5		1.0	1_65	65.0	2.376972864800942	0
1.8357514476033376	0.6078431372549019	-0.0312194056991677	1.0	1_66	66.0	5.9808026217222645	1
2.1618359786752155	0.615686274509804	-0.23300179683855227	1.0	1_67	67.0	4.554119014694252	1
1.042962895108361	0.7239583333333334	-0.04880044978431197	1.0	1_68	68.0	4.438468204234372	1
1.590414610651261	0.5405405405405406	-0.03439342963648606	1.0	1_69	69.0	4.242640687119287	1
3.960184626227191	0.5148148148148148	-0.034903032938447986	1.0	1_70	70.0	4.554119014694452	1
2.061125134009095	0.6484375	-0.023159649107380886	1.0	1_71	71.0	6.212889826803605	1
1.607171510683481	0.7119565217391305	-0.06481689382520539	1.0	1_72	72.0	5.360037313302957	1
1.4738122410555938	0.5916666666666667	-0.16536208012280884	1.0	1_73	73.0	4.695742752749549	1
3.004506228333596	0.7033730158730159	-0.013509825936838027	1.0	1_74	74.0	5.09313263129877	1
1.208244778400033	0.7421875	-0.09837409120238227	1.0	1_75	75.0	4.675467891024399	1
1.9866314724066978	0.5471698113207547	-0.2004464196745186	1.0	1_76	76.0	4.701063709417196	1
1.0999999999999956	0.7272727272727273	-0.03143725010788323	1.0	1_77	77.0	4.981967482832461	1
1.6212153911263014	0.5766423357664233	-0.13264420224165363	1.0	1_78	78.0	4.159326868617084	1
1.3987471588460636	0.5315315315315315	-0.04832216384055421	1.0	1_79	79.0	5.69209978830306	1
2.1197141478499884	0.5738636363636364	-0.05851004245995406	1.0	1_80	80.0	5.4009258465563095	1
2.058222430334437	0.7184466019417476	-0.03796907891017032	1.0	1_81	81.0	3.492849839314629	1
2.2948042288739026	0.5333333333333333	-0.5396029874452779	1.0	1_82	82.0	3.9698866482558413	1
2.2319621041706146	0.6532438478747203	-0.12908183873449808	1.0	1_83	83.0	6.957010852369284	1
2.257362304329992	0.5161290322580645	-0.03249528763950704	1.0	1_84	84.0	4.753945729601808	1
0.6465611324322684	0.7288135593220338	-0.052706722849869436	1.0	1_85	85.0	5.093132631298739	1
0.8143463094564201	0.7005347593582888	-0.10749398026651669	1.0	1_86	86.0	5.99332962550877	1
1.7192349729324095	0.5979899497487438	-0.02344202559148556	1.0	1_87	87.0	5.122499389946308	1
2.111233650538158	0.6118421052631579	-0.10955386109460719	1.0	1_88	88.0	5.685068161420755	1
2.2149809356506713	0.6224489795918368	-0.1610378508949477	1.0	1_89	89.0	4.440720662234881	1
	0.5		1.0	1_90	90.0		1
1.1028317981365507	0.7078651685393258	-0.09284584387561523	1.0	1_91	91.0	5.100980297942763	1
2.4976249189841786	0.48299319727891155	-0.014168771551206216	1.0	1_92	92.0	2.973213749463712	1
0.7741356150744929	0.8260869565217391	-0.04464846424340041	1.0	1_93	93.0	7.500666637039671	1
2.7105756962778083	0.5229885057471264	-0.08936417555958975	1.0	1_94	94.0	5.003998401278722	1
0.27981877914719444	0.6071428571428571	-0.11287611281303	1.0	1_95	95.0	4.949747468305929	1
1.5269058493965524	0.658008658008658	-0.09512216221895642	1.0	1_96	96.0	6.152235366108833	1
1.1737742240365847	0.6904761904761905	-0.15880751830857598	1.0	1_97	97.0	6.800735254367721	1
3.954093637355774	0.5761843790012804	-0.02863476411632515	1.0	1_98	98.0	5.246903848938208	1
1.8843215424330828	0.4147727272727273	-0.09604075214230257	1.0	1_99	99.0	5.885575587824875	1
1.1163164305725726	0.6826347305389222	-0.39078194450721426	1.0	1_100	100.0	4.114608122288165	1
2.53233340881395	0.7244829886591061	-0.28276062201025987	1.0	1_101	101.0	7.468600939934651	1
2.083468010893778	0.5861538461538461	-0.05862138431180952	1.0	1_102	102.0	4.716990566028302	1
3.4142485638605073	0.5633293124246079	-0.04802727763510006	1.0	1_103	103.0	5.385164807134504	1
1.891973580852655	0.6513157894736842	-0.0998411810465285	1.0	1_104	104.0	5.10392006206996	1
2.032814367781465	0.7105263157894737	-0.18758201052271062	1.0	1_105	105.0	3.3615472627942995	1
	0.5		1.0	1_106	106.0	1.16619037896906	0
2.831124436692519	0.5529556650246306	-0.03862473354144047	1.0	1_107	107.0	5.939696961966098	1
1.8306562384522094	0.5602649006622517	-0.012495969718386846	1.0	1_108	108.0	5.1613951602246875	1
3.0774367571083268	0.8878695208970439	-0.05422594336503206	1.0	1_109	109.0	3.832753579347315	1
1.8123177197714275	0.6233766233766234	-0.7113479947857702	1.0	1_110	110.0	4.71699056602829	1
1.4404042931566323	0.550561797752809	-0.11432654538617548	1.0	1_111	111.0	5.981638571495274	1
2.2819143094219525	0.5238095238095238	-0.0681723581569127	1.0	1_112	112.0	4.997999599839919	1
1.78162614834089	0.6271450858034321	-0.039998931354027434	1.0	1_113	113.0	5.614267539047342	1
3.8133692330836384	0.6882352941176471	-0.07188490930523717	1.0	1_114	114.0	5.220153254455275	1
2.0589736281678253	0.6013667425968109	-0.038374063489609256	1.0	1_115	115.0	6.844705983459105	1
1.9099404653457697	0.509009009009009	-0.017424673658606338	1.0	1_116	116.0	14.98966310495336	0
2.664638309852955	0.5700483091787439	-0.02020770852126219	1.0	1_117	117.0	5.7271284253105055	1
0.8012674348570092	0.5609756097560976	-0.043200699136262344	1.0	1_118	118.0	6.768308503607109	1
3.133517024999299	0.6439873417721519	-0.14059916684050577	1.0	1_119	119.0	6.706713054842847	1
1.7839024510783543	0.6449416342412452	-0.04097760502893699	1.0	1_120	120.0	6.912307863514018	1
	1.0		1.0	1_121	121.0		1
1.7580097581416012	0.5472972972972973	-0.0519939595910337	1.0	1_122	122.0	4.410215414240029	1
	0.5		1.0	1_123	123.0		1
2.566399866685527	0.3155339805825243	-0.17377024279617925	1.0	1_124	124.0	3.744329045370034	1
3.0482270576381634	0.6924829157175398	-0.08719231506569658	1.0	1_125	125.0	5.813776741499434	1
2.481650653916028	0.5232358003442341	-0.13169212906024796	1.0	1_126	126.0	7.256721022610161	1
2.9094815278696764	0.6052880075542965	-0.0689226678864614	1.0	1_127	127.0	4.729693436153972	1
1.0167922167234948	0.6331877729257642	-0.06119382142920937	1.0	1_128	128.0	5.316013544000827	1
0.8115687269680758	0.7122302158273381	-0.11218060794232887	1.0	1_129	129.0	5.247856705360677	1
2.280105856409647	0.7108433734939759	-0.13140783935077227	1.0	1_130	130.0	5.984145720150962	1
2.3572065260698807	0.5689655172413793	-0.06631948251568431	1.0	1_131	131.0	3.8600518131238832	1
2.007921200170145	0.6203389830508474	-0.029512360696926976	1.0	1_132	132.0	6.041522986797286	1
	0.5		1.0	1_133	133.0		1
2.3460842567594913	0.4975845410628019	-0.047084096009433196	1.0	1_134	134.0	3.701351104664463	1
2.0781383699209193	0.5836909871244635	-0.022286967972361182	1.0	1_135	135.0	5.700877125495656	1
2.2812032122025077	0.6049586776859505	-0.014719419611504136	1.0	1_136	136.0	5.303772242470395	1
2.5331456255099	0.6850899742930592	-0.017565125216625788	1.0	1_137	137.0	5.299999999999272	1
2.800797239276392	0.521181001283697	-0.06619738781779994	1.0	1_138	138.0	5.200961449578893	1
2.3267784164526475	0.5380116959064327	-0.030423076372506408	1.0	1_139	139.0	5.9439044406855	1
2.199966881288593	0.6666666666666666	-0.4359684579922324	1.0	1_140	140.0	3.7947331922020595	1
2.772832314077478	0.5752427184466019	-0.04416718160855204	1.0	1_141	141.0	5.161395160225613	1
2.373994473033677	0.5404157043879908	-0.11570567512676888	1.0	1_142	142.0	5.879625838435725	1
2.106687888770871	0.41201716738197425	-0.04782909492748644	1.0	1_143	143.0	4.632493928760166	1
1.2799534509588177	0.6188524590163934	-0.09883714040975988	1.0	1_144	144.0	4.3566041821583745	1
1.499331966797687	0.55	-0.18229352657005382	1.0	1_145	145.0	5.0089919145472726	1
	0.5		1.0	1_146	146.0		1
2.2277991913247375	0.5676100628930818	-0.013161849437294038	1.0	1_147	147.0	7.240165743959225	1
1.5255163708968862	0.6261980830670927	-0.03991875939774481	1.0	1_148	148.0	7.2124891681028025	1
1.5997576322635254	0.6187845303867403	-0.0445828986286827	1.0	1_149	149.0	4.770744176750622	1
2.4038404363728	0.7028571428571428	-0.2235984133862443	1.0	1_150	150.0	5.063595560468857	1
2.07699001916109	0.45161290322580644	-0.025600872935355845	1.0	1_151	151.0	6.168468205316436	1
2.4643510507428834	0.5177304964539007	-0.03173441706934277	1.0	1_152	152.0	7.200694410957922	1
	0.6382978723404256	-0.12766191897934065	1.0	1_153	153.0	5.707889277132122	1
1.866417059378946	0.6096256684491979	-0.025794250482960468	1.0	1_154	154.0	4.8301138702934105	1
	0.5		1.0	1_155	155.0	1.16619037896906	0
2.0427607321298247	0.5703703703703704	-0.10762686300656688	1.0	1_156	156.0	4.965883607174052	1
1.4260959497078076	0.5816326530612245	-0.023877396435770137	1.0	1_157	157.0	6.020797289396148	1
1.3432123538005971	0.5263157894736842	-0.11909550905519728	1.0	1_158	158.0	4.569463863518316	1
0.08218544151266965	0.5		1.0	1_159	159.0	1.2041594578792296	0
2.571732720654759	0.6627218934911243	-0.046211058371941505	1.0	1_160	160.0	5.714017850864811	1
	0.5		1.0	1_161	161.0	1.6552945357246849	0
2.1922211789397466	0.5251396648044693	-0.1002910900676941	1.0	1_162	162.0	4.81663783151695	1
2.3086602968249004	0.5956738768718802	-0.01570764638236266	1.0	1_163	163.0	5.651548460377959	1
2.925823301303284	0.5412960609911055	-0.024383469964170068	1.0	1_164	164.0	6.276941930590144	1
1.2555153173705393	0.5888324873096447	-0.04938168246727059	1.0	1_165	165.0	3.337663853655728	1
1.441946572396617	0.6022727272727273	-0.061174884571476795	1.0	1_166	166.0	6.126989472816151	1
2.22981757663539	0.661993769470405	-0.041847976137021625	1.0	1_167	167.0	3.6124783736377406	1
1.545079131109699	0.6748466257668712	-0.12196537312434153	1.0	1_168	168.0	4.604345773288558	1
	0.5		1.0	1_169	169.0		1
1.072554497285818	0.6740331491712708	-0.0917345917598631	1.0	1_170	170.0	5.502726596879016	1
1.9466166217378795	0.6488095238095238	-0.02421895793290485	1.0	1_171	171.0	4.751841748206628	1
1.1588728595684357	0.6071428571428571	-0.022636608205276687	1.0	1_172	172.0	3.423448553724735	1
1.1632403903465245	0.609942638623327	-0.11507206736725273	1.0	1_173	173.0	3.640054944640259	1
1.4264318145641353	0.627906976744186	-0.6566587112884354	1.0	1_174	174.0	3.701351104664162	1
2.243230308800774	0.5028248587570622	-0.10206020142893024	1.0	1_175	175.0	4.638965401897282	1
3.3240070402895157	0.5200471698113207	-0.11867855931842897	1.0	1_176	176.0	5.215361924162093	1
	0.5		1.0	1_177	177.0	0.22360679774997916	0
2.2970449420088483	0.5248618784530387	-0.13455437451451502	1.0	1_178	178.0	5.920304046246308	1
1.062268560206216	0.6986301369863014	-0.02922147633905503	1.0	1_179	179.0		1
1.3070685814282008	0.668918918918919	-0.12604256958872107	1.0	1_180	180.0	6.481512169239449	1
1.305532682444075	0.5302325581395348	-0.04194173218807151	1.0	1_181	181.0	5.682429058070143	1
2.7779639120524546	0.6233766233766234	-0.07742088648076617	1.0	1_182	182.0	7.220110802473912	1
3.7608333444933297	0.5646153846153846	-0.011152527924334965	1.0	1_183	183.0	6.139218191268333	1
1.770448898838997	0.5918367346938775	-0.012403055953039477	1.0	1_184	184.0	7.723341245859852	1
1.8877179452418824	0.647887323943662	-0.021834887337819353	1.0	1_185	185.0	5.232590180780441	1
	0.5		1.0	1_186	186.0		1
1.4064449134017971	0.7126436781609196	-0.1843733246753283	1.0	1_187	187.0	4.341658669218457	1
3.11226626076641	0.49742268041237114	-0.04708111104499402	1.0	1_188	188.0	4.66690475583118	1
2.1015714132778847	0.46511627906976744	-0.11995328424782237	1.0	1_189	189.0	5.178802950489639	1
2.33010375936869	0.6108527131782946	-0.03985294912642634	1.0	1_190	190.0	5.603570290449117	1
1.6888447199152665	0.6272727272727273	-0.19978390078348074	1.0	1_191	191.0	6.063827174318192	1
1.3592984576967932	0.5633187772925764	-0.014247161624187932	1.0	1_192	192.0	4.589117562233502	1
2.163129301564352	0.5977653631284916	-0.02052627529738338	1.0	1_193	193.0	7.111258679024318	1
2.9222360815839616	0.8023255813953488	-0.021045162555329178	1.0	1_194	194.0	2.687005768508969	1
8.019188996108792	0.575	-0.24282447358483594	1.0	1_195	195.0	4.588027898781665	0
2.2294587771975447	0.5548387096774193	-0.3129076475911674	1.0	1_196	196.0	4.252058325093866	1
2.40104926985832	0.6156299840510366	-0.016532706999318414	1.0	1_197	197.0	5.913543776789048	1
1.5114504852777602	0.5906432748538012	-0.07927165036752637	1.0	1_198	198.0	5.4561891462815035	1
	0.6835443037974683	-0.024230438240476104	1.0	1_199	199.0	5.048762224545741	1
2.1940919271930683	0.5475543478260869	-0.04068457919707669	1.0	1_200	200.0	5.4451813560248885	1
