,driver_num,track_num,v,a,v_r,accel,bad
130,2.0,36.0,16.92367263824486,0.4893801572199905,9.64688102950615,0.5373653157482998,0.0
131,2.0,37.0,19.465503536168516,0.9309779323722855,7.229265689444001,1.1007202348459835,0.0
132,2.0,38.0,21.6691718176719,0.7778388965494152,6.5709488007975665,0.8644624853412886,0.0
133,2.0,39.0,21.065365378115555,0.8631780742421586,6.353733338447364,0.9718020431064875,0.0
135,2.0,40.0,18.384218303771046,0.5795662309542031,5.410168078990309,0.7671182150554596,0.0
136,2.0,41.0,17.89214855223363,0.6161457353785948,7.901615181354938,0.8866300591251903,0.0
137,2.0,42.0,19.24197160941159,0.5927236219325405,3.0720980442742696,0.8001953236217361,0.0
138,2.0,43.0,14.22284663223307,1.3406565866105709,6.991701800218293,1.334514148451908,0.0
139,2.0,44.0,20.497576818986452,0.7984595659485301,14.346976460737526,0.9343889891196682,0.0
140,2.0,45.0,12.153464001775589,0.7099952150931896,7.545599078043886,0.5756960265514408,0.0
141,2.0,46.0,23.112692527446736,0.7397096775158545,8.483508466303867,0.9202934210124312,0.0
142,2.0,47.0,21.541084443715686,0.756922136857991,5.770469719665394,0.9760913351270322,0.0
143,2.0,48.0,17.083716304424005,0.7020465075601132,7.396909145640776,0.7889937544901855,0.0
144,2.0,49.0,,,,,1.0
146,2.0,50.0,20.22331339519837,0.5842755616311859,3.314031436867143,0.6696140156300991,0.0
147,2.0,51.0,12.626407225117543,1.1159254128794167,6.822033409000931,1.0688958978593366,0.0
148,2.0,52.0,11.25760925733735,0.6399792487869469,6.242727425989721,0.606568734357575,0.0
149,2.0,53.0,12.591957304109815,1.1032874961044703,6.577170452959616,0.8792660058057447,0.0
150,2.0,54.0,,,,,1.0
151,2.0,55.0,11.349620413292376,1.3325213063007997,6.199370335694222,1.2572056919093608,0.0
152,2.0,56.0,18.94693919333802,1.1433192038198108,5.6294670757909815,1.42581169034273,0.0
153,2.0,57.0,18.803204489383468,0.7885147807304627,8.071255889790104,0.8898649720714422,0.0
154,2.0,58.0,16.3592551601465,0.6292717961617527,8.147112464601257,0.5852665115626152,0.0
155,2.0,59.0,20.858914082924766,0.6786733483981067,6.24601378711362,0.7549171865908928,0.0
157,2.0,60.0,17.461121382324873,0.6289550107171218,5.231748072054429,0.6505134857426222,0.0
158,2.0,61.0,18.248034403378437,0.4875441583884257,11.199400970136114,0.516878719550002,0.0
159,2.0,62.0,18.832278040862146,0.7073284809114142,7.979216712151236,1.010753804172535,0.0
160,2.0,63.0,23.98970150101885,0.6509359064826477,10.659603312652315,0.8872294813816985,0.0
161,2.0,64.0,18.215019626025203,0.7537313579853979,5.538514118583307,0.9467811835508293,0.0
162,2.0,65.0,17.91431749441567,1.1356809481755317,6.05913139813215,1.3834303668487866,0.0
163,2.0,66.0,,,,,1.0
164,2.0,67.0,5.8755253424063945,0.7037831364719933,4.322401727459764,0.6638719634570647,0.0
165,2.0,68.0,20.69844996025275,0.634267302456994,5.86074029087898,0.7735609707817002,0.0
166,2.0,69.0,25.15886678235084,0.875172679684324,6.891044462435247,1.2267480377520634,0.0
168,2.0,70.0,20.5183456995838,0.7167659542251066,7.187129827148278,0.7550527825746247,0.0
169,2.0,71.0,19.317507931602808,0.6814766190357702,5.989551478643481,0.7340380063413399,0.0
170,2.0,72.0,,,,,1.0
171,2.0,73.0,19.210635018854493,0.6082241622186029,7.7870430848226,0.8833890221801521,0.0
172,2.0,74.0,17.21036814482483,0.676744587496696,6.6449623739413,0.579640698019241,0.0
173,2.0,75.0,13.72796176207968,1.4785306349717686,6.646089185948079,1.3808643680377894,0.0
174,2.0,76.0,14.995949249238409,0.8758165343854749,5.2857681060340544,0.9122247038922602,0.0
175,2.0,77.0,11.631393063041354,1.274923529046748,6.987067669978474,1.2536940110939536,0.0
176,2.0,78.0,21.495241319424757,0.776197876943634,7.686178639532648,1.0695144562903973,0.0
177,2.0,79.0,19.313259912550603,0.602276902945972,6.337637933353999,0.6222673069647406,0.0
179,2.0,80.0,,,,,1.0
180,2.0,81.0,18.816744262727326,0.6937330483335433,12.01449452253518,0.5971335961514654,0.0
181,2.0,82.0,11.116883706051581,0.7453197197354005,6.504047257250554,0.9870894241586612,0.0
182,2.0,83.0,21.28296743670553,0.7159114435252043,5.6092416410863635,0.952971339091361,0.0
183,2.0,84.0,20.2081426668031,0.6475290431036811,5.399314364127104,0.7808683187808505,0.0
184,2.0,85.0,18.321385412724602,0.7859692288716627,4.791218539330659,0.7044390607916959,0.0
185,2.0,86.0,9.900552423887966,0.9075119690078717,6.6973421872888474,0.8607629539281012,0.0
186,2.0,87.0,21.631577757457933,0.7419352900760856,6.176840878989708,0.8559645420250135,0.0
187,2.0,88.0,,,,,1.0
188,2.0,89.0,20.322456813516546,0.6931110970701155,7.17506069776049,0.7862284828058304,0.0
190,2.0,90.0,20.4524093160333,1.3046360458199588,6.387597439727086,1.5114279810327957,0.0
191,2.0,91.0,11.494801240883355,0.8835242231479912,5.802003609904433,0.553011899805111,0.0
192,2.0,92.0,,,,,1.0
193,2.0,93.0,16.60635146974346,0.5941818629306646,8.09333041582841,0.5865198184379334,0.0
194,2.0,94.0,20.033012268129994,0.7191140191517729,6.421294687062752,0.7602994861117978,0.0
195,2.0,95.0,17.8689422747875,0.48909026909893427,4.064154929724305,0.491861622279961,0.0
196,2.0,96.0,10.782766465914849,1.1953964168823337,5.943949470255513,1.1953964168823337,0.0
197,2.0,97.0,,,,,1.0
198,2.0,98.0,9.367687274453912,0.5143519869626711,5.35644953617545,0.4983197587525794,0.0
199,2.0,99.0,10.85951332843604,1.0800006628320107,7.812446861351251,0.9739192083738022,0.0
2,2.0,100.0,22.592924866059573,0.7382444531478303,6.271947131556106,0.7875727948622533,0.0
3,2.0,101.0,19.949133618241596,0.7486595872447595,7.627531999674554,0.8591556148288699,0.0
4,2.0,102.0,14.973614691530285,1.2110945204072499,7.852247888058299,1.3938839408125059,0.0
5,2.0,103.0,19.51113791230051,0.6631815087224986,4.845889773147362,0.9100070632004389,0.0
6,2.0,104.0,18.091296173536453,0.7100351210876674,6.92367929655074,0.7100351210876674,0.0
7,2.0,105.0,,,,,1.0
8,2.0,106.0,19.961089719017167,0.669429434111473,6.6154783401800055,0.7046087771746574,0.0
9,2.0,107.0,21.220941827525635,0.8393277898134066,6.5373170884049685,0.9453790697891611,0.0
10,2.0,108.0,18.474268183957044,0.6351453797809921,6.71958029823567,0.732137227797832,0.0
11,2.0,109.0,9.79753425935615,0.7892048607052669,6.446951353857047,0.33266629934850656,0.0
13,2.0,110.0,16.33469475168252,0.5713790390570059,11.76433033841524,0.6187164002908094,0.0
14,2.0,111.0,15.034890064600528,1.6256464653350164,6.137340634786059,2.033892100359198,0.0
15,2.0,112.0,17.06565224632387,0.5407581700905961,7.123602292595767,0.5571069277489791,0.0
16,2.0,113.0,20.128656695911925,0.6778634826393937,6.4911894865033695,0.6778634826393937,0.0
17,2.0,114.0,23.725208035372294,0.8098060688753783,7.914879993263961,0.8789366512760584,0.0
18,2.0,115.0,17.804219399084737,0.5934017049477447,2.8279072036522916,0.6914418339707602,0.0
19,2.0,116.0,22.248471442162916,0.5695911965492444,6.100932210705335,0.6539076991475632,0.0
20,2.0,117.0,16.43670587597159,0.5123457163959895,10.510064263823422,0.5975223107546608,0.0
21,2.0,118.0,12.921584470384042,1.4962864074910502,8.580265452361264,1.3773366273572147,0.0
22,2.0,119.0,10.828985503998345,0.4429957879785116,4.109940308694563,0.2770524955902012,0.0
24,2.0,120.0,18.200519771905086,0.8563157568189563,6.412284511018624,0.8563157568189563,0.0
25,2.0,121.0,20.172604292188332,0.6196745480508081,5.40487527314095,0.6537652423929963,0.0
26,2.0,122.0,20.003430679227744,0.6193904403904753,6.8856765126562705,0.5332848596275674,0.0
27,2.0,123.0,22.54262865798725,0.6382419805404647,8.667788103334809,0.7293395649525181,0.0
28,2.0,124.0,19.06421247314168,0.6617188769307827,6.2655910161029436,1.0076642872148582,0.0
29,2.0,125.0,18.248618713143024,0.6627256784307249,4.3642425971695324,0.8078256908467676,0.0
30,2.0,126.0,21.578048469826122,0.8035884076715263,8.962343903526357,0.7456372623032124,0.0
31,2.0,127.0,7.945781600422771,1.1980360609727967,3.8010701107109037,1.1980360609727967,0.0
32,2.0,128.0,18.651316836566355,0.6115887120998806,8.061295880897116,0.7132968150286025,0.0
33,2.0,129.0,22.77661388186147,1.461593035378499,9.336777546019883,1.4742174768295015,0.0
35,2.0,130.0,21.45510237889965,0.5825807471250037,8.540292852257423,0.7927782202651166,0.0
36,2.0,131.0,19.3177053758443,0.9205522101529233,6.54699742161498,0.9915220230193036,0.0
37,2.0,132.0,,,,,1.0
38,2.0,133.0,19.969954518939144,0.7129736823115671,7.7164114852281065,0.8308173456878851,0.0
39,2.0,134.0,10.123092153178291,0.8928554998132316,5.877530790641322,0.6965537458614541,0.0
40,2.0,135.0,17.90573275707609,0.5692818641630257,7.826176264801421,0.5822406666300122,0.0
41,2.0,136.0,20.992360451889372,0.6679057846778349,7.030719942420924,0.7978555474355371,0.0
42,2.0,137.0,19.11713186908046,0.963142838881831,8.76955491282639,1.0031857979738117,0.0
43,2.0,138.0,20.94405215743504,0.7281255722906685,5.560706964720755,0.699296810314106,0.0
44,2.0,139.0,13.765726298513863,0.7570845489542783,6.458188644256028,0.7570845489542783,0.0
46,2.0,140.0,10.67317798367987,0.7983644023360146,5.808245127576985,0.7690392994861455,0.0
47,2.0,141.0,17.4269864267118,0.5867917088884891,7.2603421153939065,0.6343097465256307,0.0
48,2.0,142.0,8.762053851972238,0.6205503931278722,5.883788108831023,0.29382799015251315,0.0
49,2.0,143.0,18.676365483569207,0.7704766361333402,8.088738178010566,0.764474375356178,0.0
50,2.0,144.0,8.662071081074242,0.7916562295461249,4.970247851370316,0.7411195443721486,0.0
51,2.0,145.0,,,,,1.0
52,2.0,146.0,9.737142921537663,1.1203953684405885,7.388355671589376,0.7380212770713008,0.0
53,2.0,147.0,19.55948046205339,0.674777241926094,7.111973939819124,0.6099503867740275,0.0
54,2.0,148.0,16.824700205969865,0.8015420387536896,6.868089663951869,1.0601442806587453,0.0
55,2.0,149.0,18.62636750667232,0.5068048189920287,8.282615804370042,0.5615985416988174,0.0
57,2.0,150.0,9.236137110816005,0.6295698222071984,4.685748994398633,0.8979157002379408,0.0
58,2.0,151.0,13.622521690889903,0.47605349033792344,6.355399203506611,0.4983137564644853,0.0
59,2.0,152.0,13.03326792188439,0.7787664159906917,6.437852239863136,0.7787664159906917,0.0
60,2.0,153.0,24.77314830099699,1.2796505076512705,8.65999396522193,1.4050842010787115,0.0
61,2.0,154.0,21.029045238782516,0.6768632643855597,6.500416536573113,0.8390220551476872,0.0
62,2.0,155.0,11.34814402036555,0.5532726391184672,5.294494067641742,0.4946252567128342,0.0
63,2.0,156.0,,,,,1.0
64,2.0,157.0,17.833066443693397,0.5203994058600792,6.922886686484387,0.5903841641687375,0.0
65,2.0,158.0,12.34359562664833,0.5686336410987982,6.55168686941224,0.5713618287101285,0.0
66,2.0,159.0,17.38075651603481,0.5291741419863492,15.114692794119545,0.5314348873912653,0.0
68,2.0,160.0,17.993713993093085,0.5229501890094799,6.7051321239006665,0.5352822602874774,0.0
69,2.0,161.0,20.10652042978859,0.5777613709389495,5.899682467588767,0.6003096195735234,0.0
70,2.0,162.0,15.414457170228728,0.6292695278688054,6.600988904063749,0.7154228672373542,0.0
71,2.0,163.0,20.700104329739062,0.7462352614309076,6.332747821394178,0.8284675109286734,0.0
72,2.0,164.0,10.255189745198857,1.0522700112930785,6.437199343557756,1.0576068037133517,0.0
73,2.0,165.0,13.479269429254014,0.9072400521638864,8.342958082482241,1.0179218897277984,0.0
74,2.0,166.0,21.95962548885426,0.7802141110304035,6.657633073417656,1.0850636879000923,0.0
75,2.0,167.0,16.656198872320747,0.5092192585747881,6.39410701602301,0.5721913677884336,0.0
76,2.0,168.0,14.483138419913178,0.3969670885801655,3.208293545854881,0.38475541169289507,0.0
77,2.0,169.0,13.535298243557722,0.9028200840817657,6.264625952176146,0.9028200840817657,0.0
79,2.0,170.0,11.705388052238032,0.9212063934951527,6.900004849590162,0.8343379322835123,0.0
80,2.0,171.0,19.572310424461442,0.7194949952947454,14.072774384495304,0.8348085003982604,0.0
81,2.0,172.0,24.04499426034046,0.6969792621657369,9.211384375029573,0.9353138484382448,0.0
82,2.0,173.0,20.479248687707457,0.6783440124485196,6.066599329878963,0.718457813886797,0.0
83,2.0,174.0,4.746700016798777,1.169635644571759,4.167860536939748,0.20204004469449188,0.0
84,2.0,175.0,10.291257949151326,0.7731379246932502,6.535756924575969,0.7610233903319283,0.0
85,2.0,176.0,20.06975189188252,0.5066174123332559,5.209664891665117,0.5846675502913339,0.0
86,2.0,177.0,19.312859563742684,0.8022933908914034,9.157079290119338,1.2532232243653656,0.0
87,2.0,178.0,16.64930788212557,0.531351391747549,5.037876973863715,0.5408760919606443,0.0
88,2.0,179.0,20.93931526536065,0.7959714672722136,6.605752874476141,0.9056543946906324,0.0
90,2.0,180.0,12.796641969614061,0.8141199064712863,6.531254519673815,0.611172601796337,0.0
91,2.0,181.0,22.050280733929203,0.7491511457749489,10.022533652379451,0.9455335292607732,0.0
92,2.0,182.0,12.423696257331777,1.009312333364318,5.477819012645784,1.009312333364318,0.0
93,2.0,183.0,19.210971675416296,0.9517376466581258,7.800432057094883,0.9761927961576493,0.0
94,2.0,184.0,23.350056483699365,0.7456039513915957,8.339690786791195,0.8839710902048399,0.0
95,2.0,185.0,8.37824677328588,0.6211863290066759,4.453911845099081,0.5991272718611755,0.0
96,2.0,186.0,20.266807138849128,0.6541332946585623,2.511953161783751,0.6541332946585623,0.0
97,2.0,187.0,19.73585151870429,0.8780768194624446,6.438189039835341,0.916867131702606,0.0
98,2.0,188.0,,,,,1.0
99,2.0,189.0,17.465304181848285,0.7753521605525391,9.179889668001717,0.8893564665054265,0.0
101,2.0,190.0,20.256243285914508,0.79050590324794,5.57227669890763,1.0193049808889976,0.0
102,2.0,191.0,20.10664659823924,0.7618294275137458,5.029990893838638,0.9635542484480233,0.0
103,2.0,192.0,,,,,1.0
104,2.0,193.0,,,,,1.0
105,2.0,194.0,15.497471669129128,0.8656814156584591,6.944961237192827,0.8915744348810657,0.0
106,2.0,195.0,14.519876584902256,1.348523580506387,6.819998822549935,1.0775887957374959,0.0
107,2.0,196.0,14.80039544799901,0.5639664202924504,5.565325130017644,0.4250721267624069,0.0
108,2.0,197.0,18.57487878559125,0.5725214547203272,5.3422160268959615,0.5851758065135098,0.0
109,2.0,198.0,21.794072884488717,0.7042144896582201,6.316454035885377,1.0184606312122142,0.0
110,2.0,199.0,22.902076760134033,0.7518101888485695,8.171210335320803,0.8083949762973859,0.0
113,2.0,200.0,19.779016504976173,0.5995635686217424,6.135408451846261,0.5731435069120892,0.0
