a	accel	calm	decel	driver_num	driver_trip	nerv_a	nerv_ang	s	trip_num	vR	prob
1.332085917148408	0.8601116136590239	0.7380952380952381	-0.7083858265113143	0.0	0_15	0.1780821917808219	0.23403493929862215	1465.7145118552767	15.0	4.924428900898101	1
1.645707405892423	2.1829497632005297	0.636231884057971	-0.6346958545997223	0.0	0_16	0.20372285418821096	0.2994755882188487	7871.047581599823	16.0	3.832753579347357	1
1.2566259136485094	0.5085672314599785	0.6923076923076923	-0.4315461689810496	0.0	0_17	0.16956521739130434	0.33983947715324453	1570.7587975483061	17.0	4.022437072223736	1
1.5595280766749031	1.5176986774302783	0.6786666666666666	-0.23276521668877415	0.0	0_18	0.24777448071216618	0.08740247201056797	8418.098916529108	18.0	6.85054742338157	1
1.489326643797292	1.4163237266426156	0.6401673640167364	-0.026052507302643413	0.0	0_19	0.0850253807106599	0.39347616404223107	2705.1600607921173	19.0	5.161395160225613	1
1.2664823324881465	1.5010015907343233	0.7154605263157895	-0.2325343227606087	0.0	0_20	0.17088607594936708	0.2023679328656812	7338.607189575738	20.0	5.6859475903319145	1
1.4137611849668437	1.68739818434574	0.7531380753138075	-0.11512222823107976	0.0	0_21	0.13366336633663367	0.39540984844500693	2893.982547466032	21.0	5.714017850864605	1
1.3066424643216097	1.8600937311729844	0.726775956284153	-0.03316481175769148	0.0	0_22	0.1761744966442953	0.43259467738028884	5290.479104188797	22.0	3.905124837953327	1
0.6006072376977976	1.4600923023527823	0.8675213675213675	-0.05660646670727587	0.0	0_23	0.13513513513513514	0.1292653539645867	12451.384136086983	23.0	2.2090722034372545	1
0.9800294294627427	1.4780437908226944	0.6402877697841727	-0.09152253441142832	0.0	0_24	0.2631578947368421	0.20998057185782654	7208.149134322963	24.0	6.39061812346812	1
0.9425343209204389	1.561675792121976	0.6879271070615034	-0.10101107425166944	0.0	0_25	0.24052132701421802	0.1801048572979795	14594.731383154021	25.0	5.381449618829423	1
0.8967850769938837	1.5600146259453016	0.6984615384615385	-0.07638717814674756	0.0	0_26	0.2789473684210526	0.13712853431272132	10568.00006388349	26.0	4.016217125604655	1
0.8588246080741406	1.7081501066183717	0.663961038961039	-0.2521992862004314	0.0	0_27	0.295668549905838	0.1144634568174248	9466.732556871828	27.0	2.3345235059857616	1
1.1149630670922104	1.329358533700578	0.6756756756756757	-0.32179752864095157	0.0	0_28	0.2697841726618705	0.08609550713321236	13651.994794905366	28.0	5.546169849544858	1
1.1158216372463148	1.4530597456993726	0.6508704061895552	-0.3972403764020278	0.0	0_29	0.25623130608175476	0.17219953447211708	15183.062620686575	29.0	4.743416490252569	1
1.5523517396775013	1.7090257232206811	0.5704960835509139	-0.11644442666334154	0.0	0_30	0.2970749542961609	0.30929710558779755	8081.956383062777	30.0	4.964876634922549	1
1.0722085663508913	1.4303629664525461	0.7018469656992085	-0.05494579054083726	0.0	0_31	0.2627551020408163	0.21090955979960432	4937.391866081496	31.0	5.220153254455345	1
0.7403306379201897	0.741350311417897	0.6715686274509803	-0.4642183253061649	0.0	0_32	0.2602739726027397	0.1728092285467361	3284.648996010248	32.0	4.438468204234276	1
1.9950042911467891	1.2857463877646476	0.6088888888888889	-0.20788346155486082	0.0	0_33	0.25311203319502074	0.34776726602468483	4647.021935633933	33.0	3.401470270338627	1
1.1238441407434667	1.6990747385305003	0.649581589958159	-0.06591816687647523	0.0	0_34	0.3100263852242744	0.10633534914840907	14822.833093952995	34.0	4.632493928760274	1
1.289740320916835	1.289919686849941	0.717391304347826	0.0	0.0	0_35	0.12704918032786885	0.6917534123204473	432.72523277972954	35.0	4.517742799230618	1
0.6997042511181215	0.9034586339918262	0.7299465240641712	-0.018686782638337007	0.0	0_36	0.26357827476038337	0.08282889084128602	10355.849527734754	36.0	4.6173585522460785	1
1.46206718041957	2.236327974194968	0.6116504854368932	0.0	0.0	0_37	0.31343283582089554	0.5151646010679712	3456.864103853982	37.0	0.9219544457292641	1
1.1881435084557743	1.6516230894063764	0.6491228070175439	-0.6333796342627935	0.0	0_38	0.23809523809523808	0.24508687925675204	4621.306517875761	38.0	3.471310991541981	1
1.151932038809429	0.7343199251272488	0.6825938566552902	-0.3796104274718104	0.0	0_39	0.2025862068965517	0.35674415447391616	10358.133887534088	39.0	3.3241540277200268	1
1.1117155583049199	1.4207436873819943	0.7320872274143302	-0.4000586164137552	0.0	0_40	0.28173374613003094	0.20722782918064317	4749.4530099018175	40.0	2.280350850198276	1
1.658993925804415	1.658993925804415	0.6262975778546713	0.0	0.0	0_41	0.21727748691099477	0.18891471394831297	3289.4590634729684	41.0	0.0	1
2.1051352722347456	1.1146115421762453	0.6504424778761062	0.0	0.0	0_42	0.21069182389937108	0.21213532083314904	2856.827048766615	42.0	5.738466694161405	1
2.191140776685214	2.0212267153080514	0.6767676767676768	-0.2648276704071568	0.0	0_43	0.2172573189522342	0.17229985666321593	6647.099673581854	43.0	6.685057965343313	1
1.7137185999846793	1.066678129258902	0.78125	-0.0484956039951836	0.0	0_44	0.1809872029250457	0.24234970679475837	4383.929325831741	44.0	4.482186966202824	1
1.6251963702529475	2.40915394336033	0.6566666666666666	0.0	0.0	0_45	0.23796791443850268	0.25251735527925406	3864.172479651049	45.0	3.5693136595149584	1
1.97666222503369	2.1574496107971104	0.6887417218543046	0.0	0.0	0_46	0.20344827586206896	0.36616147393919557	1623.4603483578412	46.0	7.829431652425425	1
1.6622947536644066	2.4068658079047793	0.6012658227848101	0.0	0.0	0_47	0.12222222222222222	0.20296889289312706	2084.369147532487	47.0	5.308483775994753	1
1.7802247273823126	2.267234778969282	0.6717791411042945	-0.08237880749205306	0.0	0_48	0.20892018779342722	0.2136992605531923	3768.514540576484	48.0	6.01331855134917	1
2.1187483189501837	2.016132827141592	0.6515679442508711	0.0	0.0	0_49	0.22687224669603523	0.22117973297564286	3362.336871383657	49.0	0.0	1
1.8126594465476256	2.1824639684275295	0.7359550561797753	0.0	0.0	0_50	0.20527306967984935	0.2550924674885536	4399.046079395552	50.0	4.548626166217661	1
1.5648066252151498	1.4312635756522436	0.7115384615384616	-0.20874608599864608	0.0	0_51	0.16908212560386474	0.4381591961148154	1138.1910198009164	51.0	7.752418977325729	1
1.5209274211807688	1.7674863983859126	0.7163323782234957	-0.17570788195529197	0.0	0_52	0.16202783300198806	0.27788616447235776	8194.31637329688	52.0	7.117583859709698	1
2.379645921097082	2.5721991299439564	0.6271186440677966	0.0	0.0	0_53	0.10112359550561797	0.47176841604816017	681.9317195557805	53.0	4.455333881989098	1
2.11446694473295	2.2261738629462067	0.6611842105263158	0.0	0.0	0_54	0.2119047619047619	0.27988430188188956	3794.142202666781	54.0	4.876474136094659	1
1.877862562980284	2.1450500426090366	0.6514161220043573	-0.017323740547165123	0.0	0_55	0.1950596252129472	0.2543136915062199	11490.325598169811	55.0	6.296824596572368	1
1.9403876563988298	1.9403876563988298	0.5822368421052632	-0.452750778529043	0.0	0_56	0.21875	0.2536064314404924	3760.851210173436	56.0	5.232590180780516	1
1.3943728221666172	0.5657495725548065	0.6265822784810127	-0.4761569775588743	0.0	0_57	0.17472118959107807	0.22215623782390256	1567.051514040023	57.0	6.800735254367722	1
1.2798282957748706	1.2312491369943785	0.5674157303370787	-0.46408515199839195	0.0	0_58	0.164	0.29995418029828	2034.8556952878823	58.0	8.023091673413688	1
2.074742255575641	1.580964400580485	0.6944444444444444	-0.4822572007694106	0.0	0_59	0.12952646239554316	0.4460143435760875	2882.9883822102947	59.0	7.218032973047432	1
1.97963131735745	1.97963131735745	0.6978723404255319	-0.0937782408494372	0.0	0_60	0.1111111111111111	0.278280197833363	2639.6806381858523	60.0	6.319810123729967	1
0.8837722339831895	0.8837722339831895	0.7526881720430108	-0.07597490209451863	0.0	0_61	0.15789473684210525	0.361207319026812	1177.2224657273612	61.0	5.135172830587076	1
1.2027640321950805	1.4380597073926573	0.7030878859857482	-0.014829768831432055	0.0	0_62	0.23706377858002406	0.1531780219725316	13189.333666708442	62.0	4.317406628984569	1
1.2067992669763972	2.2549198355829336	0.76	-0.3974293205321735	0.0	0_63	0.1606714628297362	0.4422353934075549	2480.040243798118	63.0	3.176476034853718	1
1.3487103855956333	1.473660806836211	0.8100840336134454	-0.029193173251164772	0.0	0_64	0.17722602739726026	0.0832178242301174	24923.58285342442	64.0	4.42831796509692	0
1.4235396938818239	1.4451557790881582	0.5877192982456141	-0.09255702480103878	0.0	0_65	0.1384180790960452	0.6505092936977187	1226.6454295900721	65.0	4.5650848842053255	1
1.3833518108135463	0.7835103247050732	0.5511811023622047	-0.14061643724640316	0.0	0_66	0.14381270903010032	0.44338802793457677	1645.9436656874302	66.0	5.685947590331752	1
1.3660660877678739	1.4257414885456194	0.6701570680628273	-0.23572364607559582	0.0	0_67	0.21413721413721415	0.3007523352804993	6058.647393364151	67.0	4.159326868617084	1
1.4288192429487232	1.3369195922932935	0.5849056603773585	-0.12024843762092452	0.0	0_68	0.19597989949748743	0.6359017916440766	862.6364534329576	68.0	5.45893762558247	1
1.5491200957908315	0.0	0.8552631578947368	0.0	0.0	0_69	0.1413793103448276	0.2801942100278268	1961.929444545408	69.0	2.7658633371876813	1
1.0731076667996433	1.164738312751197	0.6391096979332274	-0.17805700790392187	0.0	0_70	0.2638888888888889	0.2032937784809423	8107.958471288144	70.0	4.7074409183759505	1
1.3986514788084712	1.3898934412272617	0.6336477987421384	0.0	0.0	0_71	0.22727272727272727	0.17886390306361927	8371.21115585595	71.0	6.499999999999713	1
1.3560015701352253	1.5962287701652529	0.5444444444444444	-0.0796785823462347	0.0	0_72	0.19325153374233128	0.41152992070735117	1894.4609955562412	72.0	3.640054944640259	1
1.5890788274341414	1.0071190188954668	0.6666666666666666	-0.17489357812201534	0.0	0_73	0.12	0.27550412607600916	694.5968892970195	73.0	5.371219600798351	1
1.1965625954715073	1.3458083257504727	0.7161152614727855	-0.18971024678581316	0.0	0_74	0.2606837606837607	0.24796587274677645	14943.747457676975	74.0	3.605551275463989	1
1.3710419753816976	1.3869366999478014	0.728744939271255	-0.039893856631953994	0.0	0_75	0.20680628272251309	0.2799276480839039	2623.100650959491	75.0	4.162931659299788	1
1.7386004125589407	2.507800800560391	0.7142857142857143	-0.3744102273099035	0.0	0_76	0.13366336633663367	0.527399467030085	901.5153410432157	76.0	6.902897942168904	1
1.3119854261115655	1.6421544893657405	0.5691489361702128	-0.08164993068672644	0.0	0_77	0.19798657718120805	0.3664443328580624	1858.6392287575177	77.0	3.2999999999999545	1
1.4226992065311794	1.3000269587703515	0.6229508196721312	-0.2786057306700602	0.0	0_78	0.13901345291479822	0.5230243533589233	1180.1823026634636	78.0	5.162363799656098	1
1.4526319254777667	1.4636327884306297	0.5694444444444444	-0.21788064741608526	0.0	0_79	0.2921686746987952	0.20249790736202503	3465.240150469624	79.0	6.293647591023784	1
1.4932201756792152	1.6693697366378757	0.5656167979002624	-0.1409294781386332	0.0	0_80	0.25436681222707425	0.2965074345341304	9315.192369384935	80.0	5.77061521850128	1
1.2030540727217156	2.1526904340596573	0.6941580756013745	0.0	0.0	0_81	0.22108843537414966	0.24219101546868527	5634.310563803938	81.0	1.2165525060596434	1
1.1100988046226377	1.1557088223643337	0.6991150442477876	0.0	0.0	0_82	0.1742857142857143	0.11258107760768549	5986.249312793416	82.0	2.941088233970554	1
1.1593818314164395	1.1517666255616978	0.6666666666666666	0.0	0.0	0_83	0.17901234567901234	0.377412732647883	4973.655735271043	83.0	5.032891812864793	1
1.1219964159623594	1.538202108817206	0.7461139896373057	-0.811634382162004	0.0	0_84	0.16835699797160245	0.18479574124529377	6052.128436983655	84.0	5.403702434442552	1
1.3718836443580704	1.3858161582404547	0.6715328467153284	-0.05983630457780453	0.0	0_85	0.23837209302325582	0.23574901728384345	1409.051897379748	85.0	4.9406477308143035	1
1.4194822288595423	1.6975543659361154	0.6440677966101694	0.0	0.0	0_86	0.21666666666666667	0.09815138265644426	10385.078740815647	86.0	5.23927475897189	1
1.4400304043433056	1.7660309382674297	0.660377358490566	0.0	0.0	0_87	0.21484375	0.2517418467812446	1579.2879394504373	87.0	3.7161808352124144	1
0.9375362199330812	1.442817820226578	0.6942771084337349	-0.18472412026070284	0.0	0_88	0.21258503401360543	0.08554544754912796	12581.499780834565	88.0	3.905124837953312	1
1.1212841663939148	0.0	0.8342245989304813	0.0	0.0	0_89	0.13783783783783785	0.14550238230443255	3380.9267236602855	89.0	2.012461179750014	1
1.104205514216531	1.4033890632259083	0.6265060240963856	-0.39808685088823736	0.0	0_90	0.18238993710691823	0.41054117259433304	876.6041302837076	90.0	4.1182520563948	1
1.2495097567960516	0.9658625124918716	0.7704485488126649	-0.11491441457791218	0.0	0_91	0.17620137299771166	0.2219676506044166	6087.835389874982	91.0	5.01198563445719	1
1.5800021261104842	1.5800021261104842	0.7216117216117216	-0.29776364975272607	0.0	0_92	0.19471947194719472	0.39253311492769527	2927.565671581283	92.0	5.008991914547276	1
1.1937988142620934	1.6277116090791726	0.8024691358024691	-0.033385053542330345	0.0	0_93	0.046125461254612546	0.32929507761012694	883.2289037060575	93.0	3.687817782917141	1
1.9532145337152027	1.920027276566561	0.8210526315789474	-0.28779996460276536	0.0	0_94	0.16563467492260062	0.1850810298984267	7732.107394115603	94.0	5.1195702944680805	1
1.3545786489150435	1.6687872655688283	0.8858195211786372	0.0	0.0	0_95	0.09497206703910614	0.2307811663305209	11463.56340190502	95.0	6.0	1
1.1152834797420628	1.110464870901442	0.7813121272365805	-0.5112209464576765	0.0	0_96	0.18650088809946713	0.09014007970979643	7487.010845410177	96.0	3.6138621999191067	1
1.088815715241445	1.4180988304278301	0.703971119133574	-0.05114048255709802	0.0	0_97	0.21223021582733814	0.18699802497817752	5337.403922632676	97.0	3.4539832078338377	1
1.4374008165929801	1.549239690095348	0.6928838951310862	0.0	0.0	0_98	0.248868778280543	0.052345586947915954	4944.338030796386	98.0	5.096076922496038	1
1.0627381016419193	0.9669885947088237	0.7627118644067796	-0.09262096826686098	0.0	0_99	0.11414790996784566	0.59039866307505	1211.8786131232864	99.0	3.701351104664338	1
1.1310032670594055	0.10692764138963229	0.6122448979591837	-0.21117665908567762	0.0	0_100	0.08273381294964029	0.2708166790130391	514.9295699668352	100.0	3.929376540877711	1
